"Expenditure ID","Org ID","Filer Type","Filer Name","Candidate Name","Expenditure Transaction Type","Expenditure Sub Type","Expenditure Date","Expenditure Amount","Description","Payee or Recipient or In-Kind Contributor Type","Payee or Recipient or In-Kind Contributor Name","First Name","Middle Name","Suffix","Address 1","Address 2","City","State","Zip","Filed Date","Support Or Oppose","Candidate Name or Ballot Issue","Jurisdiction - Office - District or Ballot Description","Amended","Employer","Occupation","Principal Place of Business"
"66982","7853","PAC-Separate Segregated Political Fund","STEAMFITTERS AND PLUMBERS LU 464 PAC FUND","","Miscellaneous Expenses","Adjustment to cash","01/06/2025","9801.06","MONEY COLLECTED AND FORWARDED TO INTERNATIONAL PAC FUND FOR 11-24","","","","","","","","","","","03/03/2025","","","","N","","",""
"66999","7407","Candidate Committee","HARDING FOR COUNCIL","D. BRINKER HARDING","Campaign Expense","Unknown","01/06/2025","515","PHOTOGRAPHY/ VIDEOGRAPHY SERVICES","Business (For-Profit and Non-Profit entities)","TRACTION CONTROL","","","","314 N 115TH ST.","","OMAHA","NE","68154","03/03/2025","","","","N","","",""
"67000","7407","Candidate Committee","HARDING FOR COUNCIL","D. BRINKER HARDING","Campaign Expense","Unknown","01/06/2025","5310.75","FUNDRAISING","Business (For-Profit and Non-Profit entities)","JBEST & COMPANY","","","","11235 DAVENPORT ST, SUITE 107","","OMAHA","NE","68154","03/03/2025","","","","N","","",""
"67002","7407","Candidate Committee","HARDING FOR COUNCIL","D. BRINKER HARDING","Campaign Expense","Unknown","01/06/2025","11500","CONSULTING/CAMPAIGN MANAGEMENT SERVICES","Business (For-Profit and Non-Profit entities)","FLYOVER STRATEGIES, LLC","","","","18128 GRETCHEN AVE","","ELKHORN","NE","68022","03/03/2025","","","","N","","",""
"67089","9665","Candidate Committee","GOODWIN FOR CITY COUNCIL","LAVONYA GOODWIN","Campaign Expense","Unknown","01/06/2025","210","CAMPAIGN PROMOTIONAL MATERIAL","Candidate Committee","GOODWIN FOR CITY COUNCIL","","","","4111 N 18TH STREET","","OMAHA","NE","68110","03/03/2025","","","","N","","",""
"64063","8848","Candidate Committee","MIRCH FOR NEBRASKA","CHRISTIAN MIRCH","Campaign Expense","Unknown","01/07/2024","675","CONSULTING","Individual","HOULIHAN","JAMES","","","19114 T ST","","OMAHA","NE","68135","01/18/2025","","","","N","","",""
"64566","7456","Candidate Committee","JOHN LOWE FOR LEGISLATURE","JOHN LOWE","Campaign Expense","Unknown","01/07/2024","55","FUEL","Business (For-Profit and Non-Profit entities)","PUMP & PANTRY","","","","604 6TH ST","","DONIPHAN","NE","68832","01/21/2025","","","","N","","",""
"65147","8773","Candidate Committee","TOM DUDEN FOR LINCOLN","TOM DUDEN","Officeholder Expense specifically allowed by Statute","Unknown","01/07/2024","265","WEBSITE HOSTING SERVICE FEE","Business (For-Profit and Non-Profit entities)","WIX.COM","","","","500 TERRY A FRANCOIS BLVD","6TH FLOOR","SAN FRANCISCO","NE","94158","01/24/2025","","","","N","","",""
"66484","7905","Nebraska Business Supplemental Filer","KISSEL KOHOUT ES ASSOCIATES LLC","","Direct contribution","Unknown","01/07/2025","250","","Candidate Committee","HANSEN FOR LANCASTER","","","","1101 CORNHUSKER HWY","SUITE 201","LINCOLN","NE","68521","02/09/2025","","","","N","","",""
"66485","7905","Nebraska Business Supplemental Filer","KISSEL KOHOUT ES ASSOCIATES LLC","","Direct contribution","Unknown","01/07/2025","250","","Candidate Committee","DAVE WORDEKEMPER FOR LEGISLATURE","","","","1209 WATSON ST","","FREMONT","NE","68025","02/09/2025","","","","N","","",""
"66542","8199","Nebraska Business Supplemental Filer","NEBRASKA HORSEMENS & BENEVOLENT PROTECTIVE ASSN (HBPA)","","Direct contribution","Unknown","01/07/2025","500","","Candidate Committee","DAVE WORDEKEMPER FOR LEGISLATURE","","","","1209 WATSON ST","","FREMONT","NE","68025","02/10/2025","","","","N","","",""
"66957","7532","Candidate Committee","JEAN STOTHERT FOR OMAHA","JEAN STOTHERT","Third Party Expenditure","Third Party Expenditure","01/07/2025","300","DATA ACCESS","Business (For-Profit and Non-Profit entities)","NUMINAR ANALYTIC","","","","1201 WILSON BLVD","","ARLINGTON","VA","22209","03/03/2025","","","","N","","",""
"66968","7532","Candidate Committee","JEAN STOTHERT FOR OMAHA","JEAN STOTHERT","Campaign Expense","Unknown","01/07/2025","291.86","UTILITIES","Business (For-Profit and Non-Profit entities)","COX COMMUNICATIONS, INC.","","","","11505 WEST DODGE ROAD","","OMAHA","NE","68154-0000","03/03/2025","","","","N","","",""
"66969","7532","Candidate Committee","JEAN STOTHERT FOR OMAHA","JEAN STOTHERT","Campaign Expense","Unknown","01/07/2025","1400","SOCIAL MEDIA CONSULTING","Individual","SIEBKEN","HEATHER","","","17613 RIGGS","","OMAHA","NE","68135","03/03/2025","","","","N","","",""
"66992","7712","PAC-Separate Segregated Political Fund","IRONWORKERS LOCAL UNION 21 LEGISLATIVE FUND PAC","","Disbursement to Federal/Out of State Candidates","Unknown","01/07/2025","1498.65","","State or Federal","FEDERAL","","","","","","","","","03/03/2025","","","","N","","",""
"36350","7345","Candidate Committee","BRANDT FOR LEGISLATURE","THOMAS J BRANDT","Officeholder Expense specifically allowed by Statute","Unknown","01/08/2024","132","NEWSPAPER SUB","Business (For-Profit and Non-Profit entities)","PAYEES WHO WERE PAID, EACH $250 OR LESS DURING THE REPORTING PERIOD","","","",".","",".","NE","00000","01/13/2025","","","","N","","",""
"62248","7382","Candidate Committee","FESTERSEN FOR CITY COUNCIL","PETE FESTERSEN","Campaign Expense","Unknown","01/08/2024","2000","COMMUNICATION CONSULTING","Business (For-Profit and Non-Profit entities)","CLARITY CHANNELS COMMUNICATIONS","","","","706 S. 94TH AVE","","OMAHA","NE","68114","01/12/2025","","","","N","","",""
"62476","7685","Candidate Committee","ELINA NEWMAN FOR CITY COUNCIL","ELINA NEWMAN","Campaign Expense","Unknown","01/08/2024","0.51","AMAZON WEB SERVICES - AWS.AMAZON.CO WA - WEBSITE HOSTING","Candidate Committee","ELINA NEWMAN FOR CITY COUNCIL","","","","5610 HUNTS DRIVE","","LINCOLN","NE","68512","01/13/2025","","","","N","","",""
"64489","7466","Candidate Committee","MELTON FOR OMAHA","AIMEE MELTON","Campaign Expense","Unknown","01/08/2024","52.05","EVENT TICKETS","Political Party Committee","DOUGLAS COUNTY REPUBLICAN PARTY","","","","2819 S 125TH AVENUE","SUITE 363","OMAHA","NE","68144","01/31/2025","","","","N","","",""
"64741","7645","Candidate Committee","FRIENDS FOR JOHN FREDRICKSON","JOHN FREDRICKSON","Campaign Expense","Unknown","01/08/2024","37","NOT PROVIDED","Business (For-Profit and Non-Profit entities)","SENDINBLUE","","","","7 RUE DE MADRID","","PARIS FRANCE","AA","75008","01/31/2025","","","","N","","",""
"65233","7688","Candidate Committee","JIM PILLEN FOR GOVERNOR","JIM PILLEN","Campaign Expense","Unknown","01/08/2024","19.93","EVENT SUPPLIES","Business (For-Profit and Non-Profit entities)","AMAZON","","","","POB 80683","","FREMONT","NE","98108","01/30/2025","","","","N","","",""
"65426","7688","Candidate Committee","JIM PILLEN FOR GOVERNOR","JIM PILLEN","Campaign Expense","Unknown","01/08/2024","172.8","SOFTWARE","Business (For-Profit and Non-Profit entities)","GOOGLE","","","","1600 AMPHITHEATRE PARKWAY","","MOUNTAIN VIEW","CA","94043","01/30/2025","","","","N","","",""
"65557","8007","Candidate Committee","RIEPE FOR NEBRASKA","MERV RIEPE","Campaign Expense","Unknown","01/08/2024","2043.34","LEADERSHIP CONFO ALEX","Individual","RIEPE","MERV","","","6232 S 79TH CIRCLE","","RALSTON","NE","68127","01/28/2025","","","","N","","",""
"65866","7431","Candidate Committee","NEIGHBORS FOR MEGAN HUNT","MEGAN HUNT","Campaign Expense","Unknown","01/08/2024","132.86","FOOD FOR VOLUNTEERS","Business (For-Profit and Non-Profit entities)","DOMINO'S","","","","721 S 72ND STREET","SUITE 105","OMAHA","NE","68114","01/31/2025","","","","N","","",""
"65959","7431","Candidate Committee","NEIGHBORS FOR MEGAN HUNT","MEGAN HUNT","Campaign Expense","Unknown","01/08/2024","25","NEWSPAPER SUBSCRIPTION","Business (For-Profit and Non-Profit entities)","THE NEW YORK TIMES","","","","620 EIGHTH AVENUE","","NEW YORK","NY","10018","01/31/2025","","","","N","","",""
"66115","8790","Candidate Committee","BOWERS FOR LINCOLN","JAMES M BOWERS","Campaign Expense","Unknown","01/08/2024","300","OFFICE SPACE","Business (For-Profit and Non-Profit entities)","THOMPSON PROPERTIES","","","","2601 JAMIE LANE STE 110","","LINCOLN","NE","68512","01/31/2025","","","","N","","",""
"61839","7885","Nebraska Business Supplemental Filer","NEBRASKA APPLESEED CENTER FOR LAW IN THE PUBLIC INTEREST","","In-Kind Expenditure","Unknown","01/08/2025","4991.06","IN-KIND CONTRIBUTIONS OF DIRECT COSTS AND STAFF TIME EXPENDED ON EFFORTS TO SUPPORT THE PASSAGE OF THE CAMPAIGN DURING DECEMBER, 2024.","Ballot Question Committee","LINCOLN FOR FAIR HOUSING","","","","7715 PHARES DRIVE","","LINCOLN","NE","68516","01/08/2025","","","","Y","","",""
"61840","7885","Nebraska Business Supplemental Filer","NEBRASKA APPLESEED CENTER FOR LAW IN THE PUBLIC INTEREST","","Independent Expenditure","Unknown","01/08/2025","506.39","INDEPENDENT EXPENDITURES OF APPLESEED STAFF RESOURCES, INVOLVING NO COORDINATION OR KNOWLEDGE OUTSIDE OF NEBRASKA APPLESEED IN DECEMBER OF 2024.","Business (For-Profit and Non-Profit entities)","LINCOLN FOR FAIR HOUSING","","","","7715 PHARES DRIVE","","LINCOLN","NE","68516","01/08/2025","SUPPORT","LINCOLN PROHIBIT HOUSING DISCRIMINATION 2025","CITY OF LINCOLN PROHIBIT HOUSING DISCRIMINATION ON THE BASIS OF A PERSON’S LAWFUL SOURCE OF INCOME. ELECTION 5/06/2025","N","","",""
"61841","7885","Nebraska Business Supplemental Filer","NEBRASKA APPLESEED CENTER FOR LAW IN THE PUBLIC INTEREST","","Direct contribution","Unknown","01/08/2025","20100","DIRECT MONETARY CONTRIBUTIONS TO LINCOLN FOR FAIR HOUSING MADE DURING THE MONTH OF DECEMBER 2024.","Ballot Question Committee","LINCOLN FOR FAIR HOUSING","","","","7715 PHARES DRIVE","","LINCOLN","NE","68516","01/08/2025","","","","N","","",""
"61843","7886","Nebraska Business Supplemental Filer","NEBRASKA APPLESEED ACTION FUND","","In-Kind Expenditure","Unknown","01/08/2025","3298.36","IN-KIND CONTRIBUTIONS OF DIRECT COSTS AND STAFF TIME EXPENDED ON EFFORTS TO SUPPORT THE PASSAGE OF THE CAMPAIGN DURING DECEMBER, 2024.","Ballot Question Committee","LINCOLN FOR FAIR HOUSING","","","","7715 PHARES DRIVE","","LINCOLN","NE","68516","01/08/2025","","","","N","","",""
"61846","7886","Nebraska Business Supplemental Filer","NEBRASKA APPLESEED ACTION FUND","","Independent Expenditure","Unknown","01/08/2025","1341.44","INDEPENDENT EXPENDITURES OF APPLESEED STAFF RESOURCES, INVOLVING NO COORDINATION OR KNOWLEDGE OUTSIDE OF NEBRASKA APPLESEED IN DECEMBER OF 2024.","Business (For-Profit and Non-Profit entities)","LINCOLN FOR FAIR HOUSING","","","","7715 PHARES DRIVE","","LINCOLN","NE","68516","01/08/2025","SUPPORT","LINCOLN PROHIBIT HOUSING DISCRIMINATION 2025","CITY OF LINCOLN PROHIBIT HOUSING DISCRIMINATION ON THE BASIS OF A PERSON’S LAWFUL SOURCE OF INCOME. ELECTION 5/06/2025","N","","",""
"61847","7886","Nebraska Business Supplemental Filer","NEBRASKA APPLESEED ACTION FUND","","Direct contribution","Unknown","01/08/2025","12000","DIRECT MONETARY CONTRIBUTIONS TO LINCOLN FOR FAIR HOUSING MADE DURING THE MONTH OF DECEMBER 2024.","Ballot Question Committee","LINCOLN FOR FAIR HOUSING","","","","7715 PHARES DRIVE","","LINCOLN","NE","68516","01/08/2025","","","","N","","",""
"66323","7885","Nebraska Business Supplemental Filer","NEBRASKA APPLESEED CENTER FOR LAW IN THE PUBLIC INTEREST","","In-Kind Expenditure","Unknown","01/08/2025","-4991.06","Offset due to update of filed item","Ballot Question Committee","LINCOLN FOR FAIR HOUSING","","","","7715 PHARES DRIVE","","LINCOLN","NE","68516","02/01/2025","","","","N","","",""
"66324","7885","Nebraska Business Supplemental Filer","NEBRASKA APPLESEED CENTER FOR LAW IN THE PUBLIC INTEREST","","In-Kind Expenditure","Unknown","01/08/2025","4491.06","IN-KIND CONTRIBUTIONS OF DIRECT COSTS AND STAFF TIME EXPENDED ON EFFORTS TO SUPPORT THE PASSAGE OF THE CAMPAIGN DURING DECEMBER, 2024.","Ballot Question Committee","LINCOLN FOR FAIR HOUSING","","","","7715 PHARES DRIVE","","LINCOLN","NE","68516","02/01/2025","","","","N","","",""
"66821","7466","Candidate Committee","MELTON FOR OMAHA","AIMEE MELTON","Campaign Expense","Unknown","01/08/2025","853.33","SIGNS","Business (For-Profit and Non-Profit entities)","DESIGN 4 (AKA DESIGN FOUR INC., DESIGN4)","","","","3232 H STREET","","OMAHA","NE","68107","03/03/2025","","","","N","","",""
"66822","7466","Candidate Committee","MELTON FOR OMAHA","AIMEE MELTON","Campaign Expense","Unknown","01/08/2025","9500","CONSULTING- DESIGN WORK- WEBSITE","Business (For-Profit and Non-Profit entities)","FLYOVER STRATEGIES, LLC","","","","18128 GRETCHEN AVE","","ELKHORN","NE","68022","03/03/2025","","","","N","","",""
"66823","7466","Candidate Committee","MELTON FOR OMAHA","AIMEE MELTON","Campaign Expense","Unknown","01/08/2025","515","VIDEO DESIGN","Business (For-Profit and Non-Profit entities)","TRACTION CONTROL","","","","314 N 115TH ST.","","OMAHA","NE","68154","03/03/2025","","","","N","","",""
"67087","9665","Candidate Committee","GOODWIN FOR CITY COUNCIL","LAVONYA GOODWIN","Campaign Expense","Unknown","01/08/2025","32.5","INTUIT QUICKBOOKS DELUXE MONTHLY","Candidate Committee","GOODWIN FOR CITY COUNCIL","","","","4111 N 18TH STREET","","OMAHA","NE","68110","03/03/2025","","","","N","","",""
"60859","7321","Candidate Committee","BOSTELMAN FOR LEGISLATURE","BRUCE BOSTELMAN","Officeholder Expense specifically allowed by Statute","Unknown","01/09/2024","105.81","HOTEL/PARKING EXPENSE LEGISLATURE STAY. LINCOLN MARRIOTT OVERNIGHT STAY JANUARY 9, 2024. REIMBURSEMENT FOR HOTEL AND PARKING COST. HOTEL CHARGE $94.56","Individual","BOSTELMAN","BRUCE","L","","2751 X RD","","BRAINARD","NE","68626","01/10/2025","","","","N","","",""
"61314","7383","Candidate Committee","FOLEY FOR THE PEOPLE- AUDITOR (2022)","MICHAEL FOLEY","Officeholder Expense specifically allowed by Statute","Unknown","01/09/2024","300","DINNER TICKETS","Political Party Committee","NEBRASKA REPUBLICAN PARTY","","","","1610 N STREET","","LINCOLN","NE","68508","01/02/2025","","","","N","","",""
"61466","7409","Candidate Committee","RICK HOLDCROFT FOR LEGISLATURE DISTRICT 36","RICK HOLDCROFT","Campaign Expense","Unknown","01/09/2024","150","MONTHLY CAMPAIGN MANAGER FEE","Business (For-Profit and Non-Profit entities)","ARISTOTLE INTERNATIONAL","","","","PO BOX 716045","","PHILADELPHIA","PA","19171","01/12/2025","","","","N","","",""
"61900","7325","Candidate Committee","CITIZENS TO ELECT JOHN ARCH","JOHN ARCH","Campaign Expense","Unknown","01/09/2024","249.82","SESSION LODGING","Business (For-Profit and Non-Profit entities)","LINCOLN MARRIOTT CORNHUSKER","","","","333 S. 13TH STREET","","LINCOLN","NE","68508","01/13/2025","","","","N","","",""
"63228","7480","Candidate Committee","NEARY FOR STATE BOARD OF EDUCATION","DEBORAH NEARY","Campaign Expense","Unknown","01/09/2024","25","BANK FEE","Business (For-Profit and Non-Profit entities)","AMERICAN NATIONAL BANK - OMAHA","","","","8990 WEST DODGE ROAD","","OMAHA","NE","68114","01/22/2025","","","","N","","",""
"65359","7688","Candidate Committee","JIM PILLEN FOR GOVERNOR","JIM PILLEN","Campaign Expense","Unknown","01/09/2024","165.56","OFFICE SUPPLIES","Business (For-Profit and Non-Profit entities)","OFFICE DEPOT","","","","333 N 50 ST","","LINCOLN","NE","68504","01/30/2025","","","","N","","",""
"65438","7688","Candidate Committee","JIM PILLEN FOR GOVERNOR","JIM PILLEN","Campaign Expense","Unknown","01/09/2024","2050","CONSULTING","Business (For-Profit and Non-Profit entities)","AX CAPITAL","","","","555 METRO PI N #525","","DUBLIN","OH","43017","01/30/2025","","","","N","","",""
"65582","8538","PAC-Independent","TOGETHER NEBRASKA","","Administrative Expenses","Unknown","01/09/2024","1550","AX CAPITAL -  CONSULTING","Business (For-Profit and Non-Profit entities)","AX CAPITAL","","","","555 METRO PI N #525","","DUBLIN","OH","43017","01/28/2025","","","","N","","",""
"65702","7341","Candidate Committee","MARY ANN BORGESON FOR COUNTY BOARD","MARY ANN BORGESON","Campaign Expense","Unknown","01/09/2024","200","SPONSORSHIP","Individual","ESCH","DAN","","","210 S 16TH ST.","APT.501","OMAHA","NE","68102","01/28/2025","","","","N","","",""
"66363","9749","Ballot Question Committee","MILLARD CITIZENS FOR CONTINUED EXCELLENCE 2025","","Third Party Expenditure","Third Party Expenditure","01/09/2025","2019.16","DATA SERVICES","Business (For-Profit and Non-Profit entities)","ACCURATE APPEND","","","","1100 BELLEVUE WAY","SUITE 8A","BELLEVUE","WA","98004","02/03/2025","","","","N","","",""
"66364","9749","Ballot Question Committee","MILLARD CITIZENS FOR CONTINUED EXCELLENCE 2025","","Third Party Expenditure","Third Party Expenditure","01/09/2025","3941.91","YARD SIGNS","Business (For-Profit and Non-Profit entities)","DESIGN 4","","","","3232 H STREET","","OMAHA","NE","68107","02/03/2025","","","","N","","",""
"66403","7872","Nebraska Business Supplemental Filer","GREAT PLAINS COMMUNICATIONS","","Direct contribution","Unknown","01/09/2025","1000","","Candidate Committee","QUICK FOR LEGISLATURE","","","","1019 KENNEDY DRIVE","","GRAND ISLAND","NE","68803","02/04/2025","","","","N","","",""
"66404","7872","Nebraska Business Supplemental Filer","GREAT PLAINS COMMUNICATIONS","","Direct contribution","Unknown","01/09/2025","10000","","Candidate Committee","JIM PILLEN FOR GOVERNOR","","","","4438 OLD MILL COURT","","COLUMBUS","NE","68601","02/04/2025","","","","N","","",""
"66531","9786","Nebraska Business Supplemental Filer","KIRK BARNES CONSTRUCTION INC","","Direct contribution","Unknown","01/09/2025","5000","","Candidate Committee","JIM PILLEN FOR GOVERNOR","","","","4438 OLD MILL COURT","","COLUMBUS","NE","68601","02/10/2025","","","","N","","",""
"67013","9813","Candidate Committee","MARK BRANNEN FOR CITY COUNCIL","MARK BRANNEN","Campaign Expense","Unknown","01/09/2025","496.48","SWEATSHIRTS AND T-SHIRTS FOR CAMPAIGN CANVASSING AND DISTRIBUTING AT KICKOFF EVENT","Business (For-Profit and Non-Profit entities)","OMAHA PRINT SHOP","","","","725 NORTH SKYLINE DR","SUITE B","ELKHORN","NE","68022","03/03/2025","","","","N","","",""
"37247","7650","Candidate Committee","MIKE JAMES FOR CITY COUNCIL","MIKE JAMES","Campaign Expense","Unknown","01/10/2024","110","LIBA DUES 2024","Business (For-Profit and Non-Profit entities)","LIBA - LINCOLN INDEPENDENT BUSINESS ASSOCIATION","","","","620 N 48TH ST","SUITE 205","LINCOLN","NE","68504","01/17/2025","","","","N","","",""
"61397","7645","Candidate Committee","FRIENDS FOR JOHN FREDRICKSON","JOHN FREDRICKSON","Campaign Expense","Unknown","01/10/2024","4184.43","CONSULTING FOR CEDARS FUNDRAISER AND THANK YOU NOTES","Business (For-Profit and Non-Profit entities)","ONE HOUSE STRATEGIES","","","","317 S 12TH ST #105","","LINCOLN","NE","68508","01/31/2025","","","","N","","",""
